Review,Rating
"here on a mini mid-week staycation. the room is clean, modern and the hotel has always been non smoking, so no scent of smoke abounds.  this may not be the mirage or palms place in vegas but it is decent for arizona standards.  just wish you could play real craps here but apparently the tribes did not negotiate craps and roulette in the compacts with the state. guess that is good news for las vegas. anyway, back to the staycation. we hope to win a lot of money.",4
"update: my husband went back and spoke with the manager, who insisted that there is no way they can accept paper vouchers despite the fact that yelp states that they can. caveat emptor.",2
"the staff was amazing i must say.  we've been wanting to try this place since opening day but always looked very busy.  our wait time was only about 30 minutes. it's a beautiful building, just not sure why in az especially they wouldn't have built room inside to wait for a table. our waiter was outstanding. i wish all restaurants had service like his. the food really wasn't anything great. i was looking forward to this amazing meal with all the customers i see daily flooding the place, but no, not great.  my salad was pretty much a head of iceberg lettuce with a few ""homemade"" croutons that were just dried out garlic bread, a little chicken, and a pinch of cheese. i ate about half then gave up on it.  pizza was a thin crust that didn't have much flavor.  my husband's lasagne was very good he said, not the greatest, but good. was a pretty small portion he pointed out. my girls liked their fettuccine but just left the leftovers behind. i don't see us eating there again.",3
"lol i'm sorry i love me some new ho king
this is my fav greasy spoon chinese takeout place
to top it off i always get the same food and love every bite.
even though we could never finish it in one sitting we still order waaay too much food
chicken balls, chicken wings, fried rice, cantonese chow mein, and general tso chicken
all delish, all full of flavour, huge portions, greasy and full of salt, just finger licking good
well i will admit i did not like the general tso chicken, it was kind of hard and dry inside. the sauce trys to mask the horrible texture and the fact that its probably old \/overcooked
but my bf loved it so i don't know
lol my mom would so frown at me if she knew i still eat this she hates the msg overload
i'm srry mom its late, i'm hungry and most off all my eyes are bigger than my stomach
see attached pics",4
"the few recent negative reviewers must have been on meth ... this place rocks and does not dissappoint.  i would eat at pisces over rusan's any day of the week.  at lunch, rusan's has their sushi sit out buffet-style, which to me is unacceptable for seafood.  at pisces, it's made to order and extremely fresh.  

by the way julian e., if you are a hungry guy, go there during lunch.  it's all you can eat for just under $12.",5
"gross. went here a few times due to having coupons, etc, and the bads far outweigh the goods. i'm a total believer in chinese buffets, and i'm not one of those types that is like oh my god buffets are gross i don't like any of them so here's a 2 star review cuz i get grossed out by everything that's not tgi friday's. but.. ocean buffet is inconsistent, not that awesome of a value, and they are sooo cheap with the sushi.. there are only about 10 little pieces out for the pickin's available at any time, and they aren't quick to make more.. a few of the seafood dishes served at the buffet are decent, but they can be had elsewhere, and are fresher, and with an atmosphere that feels far less stabbier. this review is based on 3 visits over the course of 2 months...",2
my firends in phoenix brought me out to bs west on saturday night. well its buy 1 get 1 and they give you a chip for whatever you buy. i thought that would mean the drinks would be crappy but they were really good and strong. the same strippers were there and the music was good. its a small club but i had a really good time. there is a parking garage right beside it which is super convenient. i couldn't drive home and the rental was fine there overnight.,4
"the cafe equivalent the guy who turns up at the office in a hawaiian shirt and sits in a bath of baked beans for comic relief, loopy lorna's may be a far more interesting coffee shop than most. sadly, it has the type of character i just find irritating.

it's johnny depp. it's the word ""random"" used continually and out of context. it's a cupcake with pink icing and glitter on top of it.

it's not bad, at all. it's just not for me.",3
"i had seen photos from friends of the pancakes and chicken adobo fried rice. i insisted my local friends take me here on my most recent trip to vegas. we went super early on a sunday morning to beat the crowd\/line and sure enough there was no wait at all and we got to pick our table. i was so torn between crepes or pancakes, so settled on the lemon ricotta pancakes which reminded me of a slightly thicker swedish pancake with more tart flavor from the citrus. i also got a side of bacon because, protein. house coffee was very good as well. my friends got skillets and omelettes, and the bacon pancakes (cue jake from adventure time! bacon pancakes, makin' bacon pancakes, take some bacon and i'll put it in a pancake, bacon pancakes, that's what it's gonna make, bacon pancaaake!). everything looked so good, and from what i had, pretty darn good stuff. i will be back, babystacks.",5
"is there a 6 star button??! i went to desert ridge with my sons, 12 & 15, for a music assignment for one of them. we were trying to decide where to eat when i spied this little place off to the side. i saw ""paris"" and knew i had to try (i love french pastries)! as soon as we got close, i saw the macarons...yup, had to go in. the owner was a very pleasant man, and he recommended flavors for us. my oldest is in his 3rd year of french so i told him he needed to ask for his choice in french! a bit reluctant as he didn't want to ""mess up"", but he did anyhow. he then proceeded to share a bit of conversation with the owner. i loved it! i told him we'd definitely be back (which we will!) and my son will be ordering for us :) after our dinner at island burgers, i pulled out the little pink box. we devoured them...salted caramel, lemon, apple pie (very sweet but good), cinnamon, coconut, and earl grey (my favorite). i also got a pastry called cannele bordeaux...wow, amazingly good. not only were the desserts extraordinary, but the gentleman owner was a delight to talk to, and i enjoyed his interactions with my son. i highly recommend this place!!",5
"back in the good ol' meat eating days, this place was bomb-diggity. i love the custom burger option, and it's really wonderful to have a ton of different bread styles. that  might be my favorite part. 

unfortunately for me, i am fairly uncreative when i am left to my own devices, so they have some great specialty burgers to offer too. deliciously addicting fries, zesty soda's, and top of the line service. best ""cheap burger"" place, hands down.",4
i love coming here! the food is great and i love the service. i always ask for savanna when i come. she is extra helpful and gives me a five star experience every time!,5
"great job by j2! returned calls quickly, called with updates and confirmed. carpet looks like new and got stains out that i thought would not. highly recommend! thanks j2",5
lots of unique and good flavors. they are very friendly and work with you individually to try and find you flavors you like. nice local place to get juices that you will actually enjoy. resonable prices and selection.,5
went in again for mother's day- cynthia took care of us- service was 5 star! food was incredible. so happy we live right around the corner of this amazing restaurant!!!,5
"wow...the customer service here on a saturday late morning was ridiculously terrible. no greeting, no smiles, no personality whatsoever! the girl preparing the food simply set our items on the counter without saying a word or making eye contact. i guess it's up to the patrons waiting for their orders to figure it out...i don't think i've ever experienced anything like this before. it's a good thing dq is a yummy treat! maybe reconsider your staffing decisions.",2
"i love the pancakes here and the ice tea. great service. too bad i can't give them more than 5 stars for the best pancakes i've had in any restaurant in arizona!

when i was leaving i asked to have my parking violated which is a service that they provided in the past. the hostess said they ran out of stickers and i need to walk over to the gym and ask them to violate my parking. i asked to speak to the manager. he said this is something they do all the time. he offered to go with me. i was not happy. i did go to the gym and the nice young lady at the desk said ask if i was a member. she was nice to help me. 

breakfast club should take better care of their customers!",1
"you have to to try the beer battered cheese curds and reuben rolls!

*and come on a sunday whenever pat is working to wash it all down with a delicious bloody mary of his!",5
"having surgery is always tough, but they made my visit as good as it could get under the circumstances. i wish i lived much closer so i could go here, if needed. all employees i had contact with treated my family and i well & each had empathy for my situation.",5
"the kitchen sink in our house was clogged and had a bit leaking issue last week. i called the precision plumbing to check my kitchen sink. they told me, they'll visit our house on friday. i waited for them for hours, but they didn't come. i called them and told me that i didn't set an appointment with them. i was very upset.",3
"i started using bulwark exterminating in 2007. the exterminators have never been anything but professional and thorough. we had an ant infestation that year in the kitchen and they came back again to get that under control. my last exterminator, maxime (max) pierre was just as good as the others that have serviced my home. i would recommend bulwark to anyone needing exterminator services.",5
had the best time ever!!! every dish was wonderful and creative. this will be my restaurant of choice every time i go to vegas because they change their menu every season.....i'll be looking forward to summer :),5
"i have a $15 certificate and willing to have this new place a try. the waiter was nice and polite. but he didn't took the appetizer plate and soup bowl away even after we push them to the side of the table and had tissue in there. however, he did refill our bubble tea with no charge. 
for the taste. they definitely need to do better than these. we had padkeemao and another noodle with soup(i forgot the name). first of all, the noodle was a little bit undercooked. then the beef didn't taste very good. and for a level 2 spicy, it was too much( i usually eat medium spicy). 
the goyoza was pretty good, i'd have that 5starts. tom yum soup was fine too, but how can you go wrong with soup? 
over all, this place is alright, but there are way too much other better options downtown for lunch.",3
"i have been talking my 2 cars there for several years and have been quite pleased.  prices are reasonable,  service is fast along with a free car wash. they are friendly and accommodating. best i have been to in a long time.",5
"moving into a very large home, well... you need lots of furniture. i love this store. every time i enter the doors, i walk out buying something. we bought new mattresses, sofa for formal living room, dining room chairs, couch for guest house, craft room storage, bedroom chair, ottoman, bookshelves, etc.. they get new inventory daily, and their prices are very reasonable. i am happy to have found this store. i have went to the other 2 stores in las vegas, but i really like this location and their inventory\/pieces the get over the other locations, just a personal preference..",5
"the quality and order accuracy varies so much its no longer worth it.  used to love this place but the last several orders have been more than disappointing.  usually get delivery through order it, they rarely get it right even though its typed out for them to read.  the owners have attitude problems and its evident as the staff turnover is so high, no wonder there is no consistency in quality.

save your money, go elsewhere.",2
my wife and i go here a lot. she really loves it. she gets chicken swarma. always pretty good. i get gyros pita. ordering gyros here is very hit and miss. they leave it on the spit way too long. today my gyros was crispy. how can it be crispy? ridiculous. some days it's melt in your mouth and awesome. it's about 50\/50. i guess they don't want to throw away food. christina's on chandler blvd and lindsey is way more dependable for gyros.,2
"i have been to this facility numerous times for service....i have never gotten such awesome customer service! from the moment i walk in till the time my vehicle was ready this gentlemen new how to keep me inform and didn't suggest any other repairs that i didn't need. he prioritize what needed to be done & what could wait. before he cash me out, he explain what was done,advise me he had set up an appointment for my next online change, thank me for coming to pepboys and shook my hand. wow!!!! excellent customer service!!!!",5
"every time we come to vegas, we have to eat here at least once!  there were no dinner spots available for reservations online so we decided to just come for lunch on the friday we were in town.  we made it right before noon and was seated right away.  yay!

we always get the garlic black pepper chicken wings for the appetizer.  it is so tasty and the chicken stays juicy.  our daughters loved them.  

for our lunch entrees, we ordered the pad se-ew, thai fried rice and yellow curry.  everything tasted great.  the curry had just the right amount of spice to it (not burn your tongue off so you can't enjoy the food).  the portions are reasonable but if you love to eat, you should order an extra dish.  the 4 of us (2 adults, 2 little kids) almost finished all the food we ordered.  we had a bit of leftovers that we took back to the hotel.

service was a bit slow but i guess they are just really busy.  it got packed pretty fast after we were seated.  come early for lunch or else be prepared to wait a bit!",4
"this store had a nice selection of stuff. it's not the best store, and i certainly won't drive out of my way to buy my supplements from here.

i was in the area and needed some extra b12 and some preworkout powder (i use jack3ed). they didnt have the stuff i use, so i was about to leave, when i saw a sale on resveratrol. i bought some because i know it can pump you up. and also prevent cancer. i hate cancer. 

in any case, the guys working behind the counter were your typical meatheads. the kind who work out a little too much. they are bursting out of their dress shirts. probably take their workouts a bit too seriously. the kind who go to the gym with workout diaries and call eachother ""brah"". not really my thing. 

i'd come back if i had no other choice, but i'll stick to my gnc's and max muscles.",3
"yum yum and more yum!

gosh...219 reviews? what more can i add?? all i can say is this is a must if you visit vegas. the food is delish...especially the crab legs and kobe beef. their dessert buffet is huge too. sucks they ran out of chocolate covered strawberries. =(

tip: the line on a weekend can get very long. i suggest you go there early or ask someone to wait in line for you. you can't be seated until you pay for everyone in your party.",5
the best place on the strip !!the beers are amazing !! the staff is great !!the food is great !! great job for a place that just opened !! go down and try to beat the 7 second hourglass beer challenge !! great bar staff !! food is out of this world !!,5
we love this place! they are very friendly and fast. went in in saturday morning and we didn't have to wait at all!,5
"i have stayed at this casino two times, and when i went back i kept thinking why i did not go back right away after the first time, and yes i remember why. this place nickle and dimes you for everything from asking for a roller-bed for $30 dollars more to only allowing you to get 2 more blankets to if you have more than 2 people in the room otherwise they charge you $50 per person. for a person who enjoys to get away to vegas to relax and to stay at this place and then you hear a great deal of ""nos"" this is not the right place. i got say though the place is beautiful and the suite amazing, but the service is just not wanting. i might stay here again it just really depends on if my husband wants to i will avoid it to all costs",2
"i'm really glad i was able to dine at cure twice before moving away from pittsburgh. i think their menu is always changing so i won't go so much into the details of what we ate (other than the oysters -- best i've had so far and i grew up in california) but i felt compelled to write something about this place because it really set the par for what a great dining experience is for me. every plate was a complex mix of unexpected flavors and service was fantastic. you are definitely in for a ""foodie"" experience if you dine here.",5
"i go to safeway at this location to use the pharmacy but every now and then i will do some food shopping as well but since they are crazy expensive that is rare.  

i like the pharmacy because its not as crowded ( busy ) and the staff are nice and very friendly plus most of the time when you drop of your script they will have your script ready in 10-15 minutes.

additionally, you do earn gas rewards.  its the same program as fry's.  they also participate in the $4 generic program for certain medications but just make sure they apply the discount they tend to ""forget"".  

they close at 8pm and i believe a little earlier on sunday's.

for what its worth, safeway pharmacy at this location is a-ok.",3
"what was ordered:  first time- black 'n' blue, caramelised sweet potato fries, and bacon chips. second time - pepperoni burger and caramelised sweet potato fries

service: very friendly employees

cleanliness: place was clean even though there was very busy

taste: the first time i went it was amazing, food was great and cooked perfectly. second time i took the food back to my hotel and the food was not that great. this type of food is only good when you eat it as soon as they serve it. 

worth the price?:  burgers are about 8.50 - 10. reasonably priced.

recommendations: the caramalised sweet potato fries are amazing! make sure you eat them while they are warm because they can get soggy and mushy.

will i come back?: i am from the states and if i had the opportunity to go back to scotland, i will be there in a heart beat. 

tips and notes: do not use take away!!!! even though it is extremely busy i recommend that you wait and the food there, it completely changes the flavor.",3
best tax service ever! riche is very professional and yet has a sense of humor. they even have cookies in their office! i would definitely recommend riche for any one who is looking for reliable and professional tax service.,5
"came here after seeing the positive reviews

jerk chicken is delicious. cooked really well and excellent flavors. its probably the best that i've had. 

oxtail dinner is really good as well. as others mentioned, the meat just falls off the bone... i didn't even use  my knife once. the sauce was great too. 

and to top it all off, extremely good value and friendly service!",5
"this place is a hidden jewel. they have good food at great prices. it's hot, fresh and lots of it. it is not a fancy place. there are no daily specials. just a great place for the time challenged that want a good meal. 

it is family owned and run. everything is prepared and cooked on the premises. can't go wrong having a meal here.",5
"this is usually my favorite starbucks, it's a shame that their employee today told me a lie that has to be repeated here.  i pull up to the drive-thru this evening, and they tell me that they're out of chai, and that so are all the other starbucks in the area.  this sounded like bullshit, so i drove to the next closest starbucks, and what did i find?  chai!

why the lies, starbucks?",2
always a nice & helpful staff. they have a good selection of liquor. they've had everything i've ever wanted. they also offer military discount which is a plus. definitely my go-to if i'm not purchasing on base.,5
"this was not what i expected at all!  the space is huge!  they have plenty of room for large groups, that is for sure!  
there is an actual bar area, which was pretty crowded on a friday afternoon.   we got a table.  my husband and i shared a flight of five beers.  we are partial to the wheat and belgium style so we tried all of those.  i was very impressed.  we both picked our favs and ordered a pint with our lunch.
they have a great menu!  it is pretty chilly inside, so i had the lentil soup to try to warm up.  (there are huge garage style doors that they open in the warmer weather. cant wait for that) my husband got a sandwich with different kinds of pork and bacon.  we also got the pretzel bits with cheese and mustard which were my fav!  one bad thing was the ""cheese sauce"" they served with the pretzels.  b a d  but the pretzels themselves were perfect.  
i cannot wait to go back in the spring\/summer when the weather is warmer.",4
"best boutique for babies and moms! the owner and staff are very knowledgeable and friendly - they really take the anxiety out of being a new mom. they also back-up their products, unlike other boutiques. they deserve 6 stars!",5
i just got my hair done by melanie and although i usually don't leave reviews i have to say how amazing she is! i've had a hard time finding a good hairstylist and to find someone who is so amazing with cut and color i'm ecstatic!,5
"they charged me 15 gbp to box my leftovers?!?

the food was good and the atmosphere was authentic.,  service was polite and quick. i think all indian and thai restaurants should not charge for rice (like in the us), but i get that i am not in the us.  it is obscene to charge carry out container and packaging of 15 gbp. what the hell? i've never heard of such a thing! it was as much as the coat of my food!!!! that's crazy!",3
"i really wasn't sure what to make of this, before we went - but then loved it!
it's nicer inside than i imagined, cosy with long tables. and the wings are just delicious - we tasted about seven different types and they were all great. 
not ideal for a first date, i'd suggest - getting sauce all over your face isn't a great look ... but it's great - go and try it...",5
"huge portions, great service! decor is really outdated, but overall a good place to get a big breakfast on a sunday morning!",4
this is the best thai food i have ever had we had gone back several times to be sure it wasn't a fluke but it's just as good every time we go. the service is friendly and absolutely phenomenal. i just can't wait to go eat each time,5
"worst experience. ever. 

we were blatantly ignored for the first 10 minutes while we stood awkwardly in the middle of the restaurant's floor. when i asked the server behind the bar if we should seat ourselves her response was, ""i would prefer if you didn't."" following which she continued to ignore us. a group of three patrons asked what we were doing because we were hovering around their table making their meal uncomfortable, at which point the same server who i had spoken to came over to deliver some food to them, ignored us again and then went on to clear a table (of the wrong size for our group) rather than acknowledging us. 

there were 2 open tables at the back, which would have been large enough to accommodate our group of 3 - so having been repeatedly ignored and told not to seat ourselves we left. 

i will be sharing this horrific experience with all of my friends to ensure none of them eat there. stay posted for the review of the restaurant we wound up at, which acknowledged us.",1
"this place is just amazing! you pay for what you get!!!! large selection of food from all types of cuisines... endless dessert bar as well! make sure to go early especially on a holiday weekend, be prepared to wait several hours! if its a non holiday its shouldn't be too long of a wait! 

staff are great and friendly! 

this is the place to have one of the best buffets i've had in vegas!",5
this place is really really popular and for a good reason. the location is in a pretty grimy location and parking is less than ideal. if you were planning on coming here you are making a great choice but just plan for either a long walk or arriving early.,4
"well, can't say much for the food because i didn't eat here. which is such a huge disappointment, i was super looking forward to it after hearing so many good reviews, as well as having really great expierience with the crew at dj's butcher block. but, that's the exact opposite for dj's sandwich shop. the 2 person staff made me and my friend feel so uncomfortable and unwanted we just decided to leave. 
when we walked in, there were about 4 customers waiting for to go food. we seated ourselves at the bar, neither the guy or girl working greeted us in anyway other than slightly side eyeing us and looking annoyed we were there at 1:00 in the afternoon. as soon as we say we realized there was a cell phone at my friends seat, so i said to the guy- is this someone's cell phone? is someone sitting here?

now, the tone of voice to which he replied ""that's the store phone"" and with and irritated gesture slid the phone across the counter away from us, looked at the girl and said ""can you get them drinks?"" to which she just sort of dumbly stared at us, and turned back around and continued doing whatever she was doing and not acknowledging us. 

it was so awkward and uncomfortable my friend turned to me and said ""this is weird. i really don't want to eat here. to which i completely agreed, and we left. no acknowledgement of us leaving either. 

seriously, look into your staff, because they suck at human interactions. i won't be back.",1
very happy with service. showed up on time and was extremely professional. cortland did a great job. will be using in the future.,5
"i've been here a couple times now. while the atmosphere and space is great, the menu has been hit or miss. the miso eggplant was a hard pass. honestly looked like a dead sea animal slathered in topping. it was sliced but not all the way through which made it next to impossible to eat with chopsticks. we pretty much had to fight to tear it to pieces. the taste wasn't bad but the longer i looked at it, the harder it was to eat. my partner really enjoyed the inferno ramen. definitely high on the spicy scale, which we love. the noodle texture is slightly gummy, if you care about that. the miso ramen left a lot to be desired. the curry ramen on the other hand, is great. by far my favorite. i come back specifically for that.    the nitamago egg was absolutely amazing. overall excited to see what is to come from this place!",4
"the bread is ok, lacks flavor, salt, something....but the chocolate almond croissants are to die for...lite lunche fare , salads, sandwiches but overall always a good experience....",4
"love this place... highly recommend. bummer that they are closed on tuesdays as that's when i seem to crave it the most. lol.  always taste fresh. staff is friendly.  love the small local feel.  the pho is delicious every time. i love the p3 which has brisket as steak while my girlfriend love the p8-seafood pho.  they do get pretty busy during peak times, but trust me it is worth the wait.  i never knew soup could pack such a flavorful punch.",5
great place! i went in for a tire pressure check. i was in and out in less than 10 minutes and was given a bottle of water. free! great service nice employees i come here for all tire stuff. :)  thanks discount tire guys.,5
"horrible horrible service !!! 
skip this place. i have never been in a place where i was not checked on .. we like the other kj better. horrible ! 

might as well serve ourselves",1
"this was chinese food, which was a total surprise, since it is called a thai grill. i ordered kung pao chicken, which wasn't spicy at all and kind of bland. my wife had the lemon chicken which was pretty good, but not great. i was pretty disappointed that the only thai food on the menu was pad thai. oh well. it was worth a shot.
the fellow who worked there was quite a character, and was fun.",2
was pretty skeptical about coming here after seeing such bad reviews but my husband and i went for breakfast and the food was really good. service was amazing and the atmosphere was very comfy! definitely will come back,3
"this is some of the best pizza that i've ever had, i'm so glad that i ordered from them, when i come to vegas next time i will order from them again.",5
i had a great experience at this location. my car was in the shop for 3 weeks and carlos was awesome!!! he kept my insurance company updated and got me a nice brand new suv to drive and was always available  to answer questions etc.. i would highly recommended this location.,5
"my food was probably 2.5 starts, but between the service (slow to non-existent) and being told that fries or onion rings were included with my meal and then being charged for them? sorry, not returning. definitely worth $18.00 for lunch.",1
"we had problems with the office. they seem very unorganized. we made several service calls because of things that needed fixing in the apartment, and we would have to call 3-4 times before they sent someone. they sometime even blew it off completely! we also had issues with conservice way over billing our water and sewage, the office acknowledged the problem and reassured us not to worry about it and just pay the normal amount. yet, now, i'm moved out and i get an astronomical bill saying i owe them for that. this is just to name a few problem that occurred while renting from them. 

as for the apartments themselves, the shower was embarrassing. literally painted on. the interior amenities were very cheap. fake wood floors, and the wall implements such as the towels racks fell out, our entire breakfast bar counter fell off at one point, very old washer and dryer that broke soon after moving in. the cabinet doors would frequently come off. i just think for what we paid, things like that should be of a higher quality. our apartment got unusually hot most of the time, too. 

i would not recommend this place. they need to get it together. they're a nightmare to rent from. never again.",1
"loved it. i had nothing but a good experience at the spa. i had read the reviews here on yelp(as well as elsewhere) and became a little hesitant, but i was extremely surprised. 

for one, you don't have to walk through the casino to get to the spa. if you self park or valet off canyon rd., there are doors for ""hotel registration"", which is right before the spa, as well as the stinky, loud casino. the facility was extremely clean, the pools were clean and working, the staff was professional and courteous. 

i had a detox seaweed wrap, a refresher facial, wax, mani, and pedi. all of my girls were sweet and very professional. during the seaweed wrap, my therapist made sure to keep my lady parts covered and that i was comfortable. i absolutely adored this treatment and recommend it. my esthetician showed me the products she used and gave me a pamphlet of the products. this was my first facial, so i had no idea what to expect.  they have you lay in a warmed bed, under the covers, which got a little warm, but i think that's the point. it was nice and relaxing. my manicurist was very thorough on my feet(which needed it!)and did such a great job on my french mani. 

there's no skimping, no rushing, no pushy sales people. there are personal lockers, you can use the facilities all day long if you wish. they offer fresh fruit, tea, water, and a number of canned, chilled juices. the staff was always attentive. 

i didn't use any of the other amenities, so i can't say that sauna or steam room worked, but i'm sure it did-others were enjoying the indoor pools and steam rooms. 

i would have given aquae sulis five stars, but i have nothing to compare it to. this was my first spa experience and it was well worth it. i would highly recommend it.",4
"visiting from toronto, i was really impressed! the amount of tickets to be won was incredible. we usually got 200 tickets per play on average. compared to playdium here, that's awesome considering i'd win at most 10 tickets with the smallest prize costing 100 tickets. the food is great, the place is clean and the games don't feel greasy or nasty from all the food.",4
"booked bottle service at the foundation room with wes. i had issues with the evening. i emailed him letting them know just how unhappy i was.

i received several phone calls and emails from jeff, the co-owner of the company and due to human error my contact phone number was not correct, which is the main reason they had problems calling me between 7 and 8pm.

jeff went out of his way to resolve my issues and we will definitely use red carpet vip when we visit vegas again in february.

as a customer service manager, it isn't always about the money but the service we provide, which is exactly what jeff said to me and i agree!

so thank you so much for reaching out to me to resolve my concerns.",4
"worse bar service i've yet experienced.

usually here with a friend because i'm not a fan of the place. my buddy wanted to grab a few drinks and protein as we passed by the area... big mistake lol. as soon as we sat at the bar, i already had a bad vibe with the guy taking our order just by the way he stared at us. it was like he was reaching into our souls trying to tell us to leave. after conversing and finalizing our order while indulging our first round, we began to notice no one passing by to take our order. while waiting, we couldn't help but notice the 'lighter side' of the bar having full\/persistent service. during the long wait, we also got to see our bartender converse with the servers more than the customers. next thing you know, what was supposed to be a few drinks turned out to be just one, and with no pre-mature chicken wings in our bellies. check please!

ps: the extra star was for the eye candy.. not including the ones wearing jerseys.",2
would not eat here owner rude after checking in they would not accept the $10 off coupon offered by this yelp app. service was not poor food way to over priced!!!!,1
"my group and i ate here on friday this holiday weekend- it was the night of our arrival and we were all pretty hungry as it was well past our normal dinner time.  we had great service from the minute we arrived from the hostess and after we were seated by our two servers.  i ordered the thai lettuce wrap and greek salad and both were well seasoned with fresh lettuce and delicious chicken (the lettuce wraps) and yummy sauces and dressings.

my oldest ordered the filet with an added lobster half-tail and the steak was a perfect medium with not too much sauce and good seasoning.

youngest ordered the ham and cheese omelette that arrived wonderfully fluffy and full of ham.  

my daughter's boyfriend ordered the bacon cheeseburger and for a kid i hardly ever see eat?  he polished the entire thing off- i don't know if he was just super hungry or if he enjoyed it that much or both.  he's kinda quiet...

overall, we had a lovely experience and would definitely return in the future if i see myself staying at the bellagio again.",4
"we stopped by here for a snack before going to our next appointment. i had the snack size with gravy. the gravy tasted overly salty, like store bought gravy. it wasn't yummy. my mil makes better gravy. the fries were fine but i couldn't get over the gravy. hubby had the poutine with chicken in snack size as well & enjoyed it. the decor here is all white, red and black. it's clean and bright but i find the colours a bit glaring for my taste. maybe next time i'll try the mushroom gravy. that might taste better.",3
when some guy was trying to lure us in telling us it was only $20 to get in and an open bar all night we were skeptical....but we went and long and behold.... open bar!!!! anything but shots.......  any drink any alcohol.... just not shots!!!! i was in heaven.... good music and the people were so nice.  i took off my jacket and left my purse on a couch and everyone took care of my stuff...drama free....,5
"wow. husband and i split the lord have mercy!, added brisket, and had sides of mac & cheese, succotash, and cornbread. we wanted to try a little of everything since it was our first time. 
brisket, pulled pork, both style of ribs, hot links, and chicken were all delicious! meat was tender, ribs were falling off the bone, and the sauce selection was great. 
the mac & cheese was incredible. probably the best i've ever had. succotash was okay- not very warm. cornbread and honey butter was great. the bread was not crumbly and the butter wasn't too sweet. 
definitely want to go back to try desserts: fried banana split, strawberry shortcake sandwiches, and key lime pie in a mason jar? count me in!!",4
"i love this place!  the selection of both cigars and alcohol is great!  the decore is relaxing, and most of all it is female friendly.  :)  every staff member i came across was pleasant and helpful.  if you've got time to spend there relaxing, i would do it.  it is not close to me and i still go every chance i get.",5
"we took our five year old son to pch because his eyes had swelled and his tonsils were also so swollen they were visible from the back of his neck. we arrived at 10am and were back in a room to see a dr. at 1:30. then two different doctors cames and examined my son two different times. one of them returned and collected a sample from his throat and left the culture in our room and had to return to get it. she then came back and said the test was negative  and wanted to collect urine. i dont know why she couldn't of got both initially but i asked my son to pee in a cup and his mother led him away.  before the ""physician"" left i asked her if my son took drink something now as we were told he could not when we first arrived and were checked in. she said she didnt know but would return with an answer and to collect his urine sample.  after 45 minutes i asked what the wait was to collect urine and the physician returned and i asked her  again if my son could have something to drink as his lips had begun to crack and bleed. she said again she did not know but she would go and find out. finally she returned with a small gatorade and a straw and scurried off again.  she returned and said the test of his urine was ok  and she wasn't sure what the cause might be for his symptoms.  she then began to throw possibilities and hypotheticals around the room on what she thought might be the cause and what could help.  using  phrases like 'my guess' 'not sure' and ' i think'. after she left the room we waited for another 25 minutes before he got a note for school we had to insist upon and we got the hell out of there. i feel like i let my son down taking him to this hospital.  i think he could of gotten the same if not better treatment somewhere else.  dont believe all the hype and the propaganda.  when it comes to the bottom line any hospital maybe just as good phoenix children's hospital for your child and i will never donate another cent to this organization ever again. we left that day at 4:30pm.",1
"we called ahead for a reservation, and when we got here, they claimed we weren't on the list. another couple in line had the same issue. no apologies offered. food is great, but front of house needs work!",2
"straight up, son, we eat here like every week!   the chorizo tostada is on point!   the number 5 combo is my favorite it comes with the aforementioned chorizo tostada, a taco, and a bomb enchilada.  get the green sauce on your enchilada, my ninja.  the cinnamon iced tea is the boom shpoof and i drink like 4 of them mugs before i leave.  take your posse over and visit with the ultra friendly staff!",5
"on a random tuesday evening i found the following at firefly:

attentive & pleasant servers.
good food.
lively (yet not whooped-up) atmosphere.
most excellent happy hour prices. 
its located off-strip; a mix of locals and visitors.
the soundtrack was thievery corp.
it started to get slammed around 7:00p.m.

five stars for realz cause its pretty close to a ""normal"" urban experience as i've had since relocating to vegas from seattle last oct.",5
always on time and great job with cleaning and alterations.  i am part of their platinum service could not be happier.,5
"the food, cocktails and service here is consistently outstanding.

it's in a very unassuming location, but don't let that make an impression on the skills of the bartenders, servers, and cooks\/chefs at this restaurant. the food, cocktails, and service are consistently phenomenal. my wife and i have never had a bad meal here.

we would like to give special recognition to the young lady who served us on the evening of friday, july 28, 2017. she had to deal with an obnoxious couple who were dining next to us and was still able to deliver a wonderful night of service to us. i admired her ability to patiently deal with this awful couple and we appreciate the wonderful service you gave us!

i would suggest this restaurant to anyone who has not yet tried it!",5
was like an up-scale ziggy's. food was about the same. would not go out of my way to eat there.,2
"for years, we used to make fun of this place because of the name, the sign(s), and the location. we'd drive past and say, ""hey wanna go?"" and chuckle as we drove past.

and then one day, several years later, i went in. 

oh my. for a guy whose favourite joke is ""this falafel is making me feel awful,"" these are the best god damn falafels i've ever eaten in my entire falafel-eating life. the guy that owns the place is hilarious and awesome, and so is his hummus, and so is his damn apple cake that everyone rants about.  last time, i bought a half of an entire cake, a dozen falafels, and probably a quarter litre of hummus, and i don't even have any shame. guess what it was? awesome.

and you know what? i'm going back right now. can't stop salivating. 

don't be like me and wait years to walk in. the value you get at this place is rare to come by.",4
